content,score,score_reanotado_gemini,sentiment
"App ruim o status da entrega sempre desatualizado e não é real , aparece informações duplicadas como se o pacote fosse e voltasse para mesmo lugar. A logística informa que o produto está a caminho , o mesmo após 3 dias nem sinal dele kkkk , aí então diz no app não ter localizado endereço sendo que já faço compras a anos e produtos são entregues sempre no mesmo endereço. A falha na logística e absurda é o app faz parceria a essa incompetência. Por isso a solução mais rápida e mercado livre .",2,1,0
"A Amazon é maravilhosa, uma das melhores lojas online atualmente. Mas o app precisa melhorar um pouco, principalmente nas opções de buscas e filtros. Quando faz a pesquisa, ao colocar na opção para ver por menor preço, vários produtos somem da pesquisa. Para achar os produtos, tem que pesquisar manualmente e tentar achar o menor preço. A loja de e-books também precisa de mais filtros, como livros em português ou outra língua e também a opção de filtrar os livros que eu já adquiri ou comprei.",2,3,2
"Eu adorei o aplicativo e as ofertas dele, não só pelo estilo que me agradou bastante e as opções baratas (até certo nível), mas também pela interface fácil e simples. Os únicos problemas são a demora de quase tudo e o ""me lembre"" que não funciona, que faz você perder ofertas caso não fique atento. Três dias pra confirmar um pagamento e três horas pra autenticar o e-mail. São problemas pequenos, mas que podem facilmente serem concertados, e espero que sejam revisados.",4,3,2
"O app é muito interessante,fácil de navegar,e bem intuitivo. Mas não chega perto dos valores de seus principais concorrentes,shopee aliexpress e amazon tem preços muito melhores que os do temu. Outra coisa que achei muito negativo,foi o suposto presente de boas vindas,que não consegui resgatar pq a página do evento fechou e não consegui o resgate dos presentes(tinha 3 produtos grátis).Tem muito a melhorar,mas pode ser uma opção de compra interessante.Mas por enquanto só 2 estrelas.",2,3,2
"Aplicativo da concorrência é melhor e mais HONESTO. Quando eles não cumprem o prazo de entrega dos produtos, o aplicativo fica dando erro nos dados propositalmente para você não conseguir rastrear seu pedido. (Se você tentar fazer um nova compra, não dá erro nenhum). Estão atrasados em mais 72 horas na entrega da minha encomenda. Não me deixam cancelar o pedido e nem atualizam o rastreio. Descaso total com o consumidor. NÃO recomendo. Nunca mais uso a Amazon.",1,1,0
"O app é perfeito!! confio na amazon do olhos fechados, sempre compro lá, todas as minhas compras onlines são lá, eu compro livro lá todo hora e sempre chega em perfeito estado na previsão de entrega certa, as vezes até antes, super confiável e não troco por nada.",5,5,4
"O app em sí é muito bom, contudo o sistema de entrega não é agradável pois apresenta alguns problemas principalmente no que se diz respeito a entrega como; rastreio da mercadoria (o código disponibilizado muitas vezes não funciona seja lá qual for a transportadora), a mercadoria chega e o app não dá nenhum tipo de aviso. Já fiz 3 compras pelo app e infelizmente não foi agradável em nenhuma das três no que se diz relação a o envio da mercadoria. E no momento estou com receio fazer encomendas.",3,2,1
"Esse aplicativo é um lixo! Os entregadores são mau caráter demais. Já é a segunda compra na qual enfrento problemas com a entrega em meu endereço. Inclusive, tive que pedir reembolso na primeira e não será diferente nessa última tentativa. Os entregadores falam que estão no endereço mas vão para um endereço errado sempre!Eles entram em contato enviamos a localização certinha, eles comunicam que irão entregar e atualiza próxima tentativa de entrega no próximo dia útil. Isso é um descaso.Horriveis",1,1,0
a discrepancia de precos em cada produto. dizem nos que se comprarmos hoje uma camisola pagamos 1.70€ e depois de adicionado ao carrinho apresentam nos a conta de 13.e tal€. isto acontece com todos os produtos. alem disso impoe nos que paguemos a prestacoes e respetivos juros qundo eu so quero pagar a pronto e por multibanco. alem disso e extremamente dificil contactar com a temu porque so nos dao sites que nao existem. nao seria muito mais facil pagar por iban?,4,1,0
"Desde que fiz a primeira compra não larguei mais. Amo a segurança que tenho ao comprar, as opções e preços praticados e a comodidade de achar tudo num lugar só e ainda contar com cupons. Pra mim que moro no interior ajuda muito já que o frete pra minha região muitas vezes é mais alto que o valor do produto. Recomendo à todos",5,5,4
"Plataforma espetacular, estão de parabéns, simplesmente a melhor, recomendo demais. Continuem assim, sempre se aprimorando. Show. Só uma observação... Quando as lojas enviarem um produto errado ou defeituoso, eles é que têm que recolher, preferencialmente no mesmo dia, e imediatamente reembolsar. Agora quando for por arrependimento do cliente, aí sim, o cliente deve se dirigir e realizar o envio. Só falta isso para a Shopee ficar nota 10...",4,4,3
"Funciona bem e não é complicado. É um mix de aliexpress com MercadoLivre. Os fretes são baratos e há bônus de fretes grátis. Se a mercadoria não chegar ou chegar com problema a Shopee devolve o dinheiro. O aplicativo está agora mais rápido, parece que fizeram alguma mudança na central de operações polegar para cima. As entregas estão rápidas e com rastreio 100%.",5,5,4
"Site ótimo e normalmente as peças chegam antes do previsto. Roupas lindas e com valor justo. Os tamanhos são bem explicados com atenção não tem como errar. Cuidado alto risco em vício! Só uma sugestão que talvez até tenha e eu não estou sabendo usar. Quando ""favoritamos"" um item o mesmo poderia ser avisado (notificação) se entrar em promoção relâmpago (baixa de valor).",5,5,4
"Aplicativo muito interessante, tem uma variedade de produtos, sem contar nos preços que são atrativos, tem também os cupons que você ganha ao girar a roleta que geralmente a aparece durante o uso do mesmo, porém, para usar o cupom tem que comprar na faixa de preço solicitado. Eu particularmente gostei do aplicativo.",5,4,3
"Eu tô usando o App,mas nem deveria pq é pesado demais para a meno.O único jeito é usar por um momento e, ao fechar o app, já encerro a sessão e apago o CACHE e DADOS MÓVEIS,pois o app realmente é uma B0STHA por pesar demais na memória! DESENVOLVEDORES PRECISAR COLOCAR APP LITE!!!!",4,1,0
"Comprei pelo app da melius que dizia que pagaria 10% de cashback mas não Rebeca ainda, espero que pague, pois foi minha primeira compra e se não pagarem é propaganda enganosa.",3,2,1
"Parece fácil de mecher, porém odiei como o reembolso fica como ""credito"" no app, fiz uma compra grande e quando percebi que não tinha duvido de 3x como queria eu tentei cancelar e pedir reembolso só para descobrir que ficava no app como credito, mas pelo menos as compras que fiz com o crédito tinham uma qualidade muito boa e chegaram rápido (menos de 1 mês), então até então tenho opiniões mistras sobre o app.",3,3,2
Rapaz tem de tudo na Amazon a entrega super rápida cartão de crédito pix da maneira que você puder pagar qualquer outra empresa vem para cá você também fazer suas compras,5,5,4
"O aplicativo é excelente e o serviço nunca falhou. Contudo, o sistema de parcelamento das compras gera muito incômodo. Os limites de valores para se poder parcelar e o limite de parcelas permitidas é muito irritante. As possibilidades de parcelas poderiam ser aumentadas.",4,3,2
"Já foi o meu app preferido, mas a qualidade tem caído ABSURDAMENTE! pedidos atrasados é uma constante, mesmo comprando com antecedência, comprometimento zero com prazos. E ngm te dá um retorno ou explicação.. vc tenta abrir um chamado e diz que vc já tem outro aberto (sendo que não tem, será q eh para evitar mais chamados?) Lojas falsas q pegam seus dados e tentam aplicar golpes e o aplicativo não te dá suporte algum! Realmente, ou melhoram ou não vai durar...",2,1,0
"Adoro o app, compro sempre por ele. Mas aconteceu uma coisa não sei se é um bug do app, eu comprei 2 produtos e um já chegou e o outro não. Fui entrar no app pra ver onde estava o produto e o produto que ainda não chegou esta mostrando que eu já assinei e o outro produto está em enviado sendo que já chegou. Não sei se é um erro ou não. E está falando que o produto que não chegou esta pra chegar entre hj e amanhã e ainda esta em enviado",5,3,2
"As compras no app? Temu:C....ainda estão um pouco complicado. Pois a Temu não mostra pro consumidor o total da fatura, nem em quantas x nós podemos optar em pagamentos. E também não conseguimos ver nossa compra. Conclusão não podemos acompanhar Nada, por que quando a gente vê o total da compra , vamos excluindo vários produtos porque não nos dão opção de pagar em 12 X. E o prazo de entrega também é muito longo. Não gostei pois sou uma cliente já idosa e achei muito complicado.",3,2,1
"Gosto de fazer compras no M.L, no entanto dou apenas 3 estrelas devido estar insatisfeita com o programa de pontos/benefícios do site. Estou no nível 4, mas se fico um tempo sem comprar, meus pontos expiram ao final de cada mês e o meu nível é rebaixado, acho isso injusto uma vez que para conseguir aquela pontuação realizei compras. Se puderem rever essa política e estabilizarem os pontos, será bem melhor.",3,3,2
Esse aplicativo é muito bom e já comprei várias coisas e tem de tudo.,5,4,3
"Eu ganhei 1000,00 na roleta todos os objetos que escolhi tem que pagar imposto na alfândega ou recebo em casa sem pagar nenhum dinheiro? Acabei desistindo, se tiver que pagar aí não vale apena comprar. Aguardando informações da equipe do Temu. Depois posso avaliar até com 5 estrelas. Estranho, não consegui enviar para a equipe do Temu.",3,3,2
"Depois da última atualização praticamente todos os anúncios estão aparecendo com frete grátis, mas na hora que vai comprar o frete é cobrado (geralmente caro) ou aparece de combinar com o vendedor... Funcionava bem antes, não sei pra que foram mexer. Era para melhorar, ficou pior. Triste :-(",1,2,1
"Queria falar bem da shein mas acho q compensa mais na shopee ainda mais se vc for menor de idade, não consigo mudar o número de telefone por conta do CPF ele esta digitado certo e dá inválido acho q seja por conta de eu ser de menor, mas isso é muito sem sentido, ja que ja fiz compras anteriores e quando cadastrei o endereço de entrega o CPF tava tudo certo mas se clico pra salvar o endereço de entrega fala que o CPF ta inválido, eu ja tentei entrar no suporte do app mas nn tem a opção.",2,2,1
"Preços excelentes nos produtos, atendimento top, entrega até mesmo antes da data aplicada, a maioria dos produtos. O meu único questionamento a respeito e sobre os fretes, se comprar 5 produtos por exemplo, cada um paga o frete, acho que deveriam e vale a pena revisar isso, afinal acaba com os valores dos fretes saindo muito caro e sendo assim temos tbm a opção de comprar na loja mais próxima da cidade em que moramos, sem contar que pelo site corremos o risco de comprar e não vim o que mostra.",4,3,2
