content,score,sentiment
"Boa tarde, eu nunca tive problemas com o MercadoLivre. Das poucas vezes que tive problemas eles sempre foram muito solícitos em resolver. Mas desde 10 de Janeiro eu estou tentando uma devolução de uma compra na mesma loja de 4 itens que veio 1 errado e 1 faltando, expliquei tudo certinho pra eles e desde então me estão tratando com total descaso, querem até que eu devolva o produto que nunca chegou, tinha dúvidas sobre o envio de cada produtos e eles não me responderam até hoje, uma lastima.",2,1
"Gosto do aplicativo mas acho um pouco caro, os prêmios se vc não compra vc nunca ganha, já tive problemas em não receber o produto e não ser reembolsada fiquei um pouco decepcionada paguei e não recebi os produtos, pedi ajuda mas disseram que tem provas de que todos os itens foi empacotado junto porém eu pergunto pra chegar até a mim por quantas mãos passou?",4,3
"O app funciona muito bem para compras. Para os vendedores, a lista de anúncios feitos muitas vezes apresenta erro no carregamento e não é possível acessar os próprios anúncios. Poderia ter, assim como no eBay, uma opção para não precisar desabilitar os anúncios quando o vendedor precisar viajar ou se ausentar por outro motivo. Para que apareça em todos os anúncios que ""o vendedor está ausente e só poderá enviar sua mercadoria a partir do dia XX"".",3,2
"É o aplicativo que mais uso. Excelente! Variedades de produtos, tem de tudooo! O preço é melhor ainda, sem contar agilidade que é tudo de melhor, lembrando que tem joguinhos pra pontuar e trocar por aqueles descontinhos que a gente tanto gosta. A Shopee me proporciona o prazer e a comodidade de ter uma loja com tudo que preciso na porta da minha casa.",5,4
"Sempre fiz compra de valores baixos sem problemas até comprar um quadro de distribuição que não foi entregue e acionando os canais de atendimento, não vi boa intenção em resolver o problema. Fiz contato direto com a loja que empurrou o problema pra shopee e diante do prejuízo tomado, resolvi não fazer mais comprar com esse aplicativo.",2,1
"Nunca havia comprado nada online. A primeira vez foi no Mercado Livre, tem um bom tempo. Deu tudo tão certo que até hoje, se decido comprar online, só compro com eles. Até para produtos que devolvi, não tive nenhum problema p reembolso. São rápidos na entrega e perfeitos no atendimento. Estão de parabéns!",5,4
"Tudo funciona perfeitamente bem, mas tem uma única coisa que falta no APP, é a opção de salvar o boleto em PDF. A última vez em que tive que pagar o boleto, tive que tirar print do boleto que aparecia na minha tela, oque deixou ele com uma qualidade beeeeem ruim. Abrindo a Amazon no Chrome aparece essa opção de ""salvar em PDF"", mas no APP não. Resolvam por favor",4,3
Pior aplicativo para se fazer compras demora uma eternidade para entregar e quando entrega e se tiver algum problema com produtos falsificados ou com defeito que são muitos nao tem como resolver porque o suporte do aplicativo é muito fraco prefiro mil vezes MERCADO LIVRE muito mais prático e confiável,1,0
"Sistema de entrega ficou mediano com o tempo, a navegação pelo aplicativo é boa, porém muitas vezes acontece de bugar e não dar pra clicar nos itens, a logística pode melhorar muito, creio que um treinamento básico pros entregadores bastaria pois muitos quase derrubam o portão batendo",3,2
"App muito fácil de manusear, bem distribuído por categorias e com muitas opções para compras com preços competitivos. Estou gostando muito!",5,4
"Os itens aparentemente são bons, mas toda hora fica aparecendo notificações mentirosas, tipo, '' Você ganhou 3 brindes! "" , isso apareceu pra mim agora, quando já tá quase finalizando, diz que primeiro tem que comprar uma coisas até chegar no MÍNIMO 110 reais rosto furioso Tem umas roletas também, e é quase mesma coisa, tipo, sempre cai no melhor item, sempreeee mesmo, é 100% de desconto, crédito de mais de 1000 reais, pra no final ser mentira.... Aff, Não instalem rosto de cabeça para baixo",1,0
"Inicialmente a app era muito boa, e era bastante benéfico comprar na shein pois facilmente adquiria-se pontos através do check-in e através da publicação de fotos. Contudo atualmente a opção de postagem de fotos não se encontra disponível como antigamente, apenas pode se fazer algumas vezes caso se tenha feito alguma compra. Muito difícil ter cupões e pontos",1,0
"Amo comprar na Shopee, melhor app de compra. Encontro tudo o que preciso e fácil de navegar, pesquisar, melhores preços. Quando tive problemas, foram resolvidos, e nada demais tbm, como na finalização das compras, pagamento, conseguir mudar a forma de pagamento se errar, eles mudaram e melhoraram isso depois que eu fiz avaliação e sempre estão aptos pra resolver qualquer problema do consumidor. Super Recomendo!",5,4
"achei ótimo e é bom paar fazer compras, mas as vezes dá bugs que acabam n deixando você fazer as compras, ou até mesmo nos reembolsos, mas tirando isso é ótimo da pra encontrar várias roupas de estilos diferentes e ótimas decorações também, são fofas e ficam ótimas no ambiente, a entrega é rápida e geralmente não demora mais que três semanas.",5,4
"FUI ROUBADA DUAS VEZES PELA TRANSPORTADORA ANJUN EXPRESS.. FICA DIFÍCIL DE COMPRAR NA SHEIN E TER ESSA INSEGURANÇA.. segundo a transportadora meus pedidos de diferentes datas foram entregues e assinado.. nunca nem vi o meu pacote!! Uma empresa do tamanho da SHEIN não pode acontecer uma coisa dessas, trabalhar ao lado de ladrões!! Simplesmente falsificaram minha assinatura e levaram meu pacote.. isso duas vezes compras com diferença de datas!!",1,0
"Sem dúvidas o melhor app pra comprar online e falo com tranquilidade! os produtos a grande maioria todos de confiança e eles são bem eficientes na hora de resolver suas dúvidas ou problemas. E a entrega nem se fala, super bem postada e rápida e com dia certo para chegar na sua casa sem enrolação. Adoro comprar na Amazon pelo comprometimento que eles tem com os clientes e proficionalismo. estrela brilhante estrela brilhante estrela brilhante estrela brilhante estrela brilhante",5,4
"Única coisa ruim é na hora do reembolso, aconteceram umas coisas e tive que pedir reembolso e ainda não tive resposta, o aplicativo é ótima realmente muito bom e muito fiel com oq ele divulga nas plataformas!",4,3
"Não é tão bom pois tem limite de compra isso não deveria existir. Os produtos parecem ser bons, porém o limite de compra são altos. Disso não gostei",2,1
"Parabéns shoop por ser uma plataforma confiável e acessível para compras ,visto q vcs tem um custo benefício muito bom mas foi após várias compras inclusivenessa ,algums produtos q pretendo comprar se tornaram mais caros ..o que deveria ser o contrário pq quando instalei o app no aparelho de uma amiga o mesmo produto estava 50% mais barato..se ñ mudarem esse procedimento que acho injusto infelizmente deicherei de comprar e partirei para outros sites de compra....avaliem isso por favor",4,3
"Aplicativo rápido e fácil de mexer, porém as propagandas patrocinadas estão ATRAPALHANDO DEMAIS !! Em uma só página de produtos que estava navegando por exemplo, 14 produtos eram propagandas, e que nada tinham a ver com os itens que estava vendo. Está me estressando a um nível tão alto, que se continuar assim, logo deixarei de comprar na Amazon. Uma vez ou outra, até vai, mas QUATORZE (!), não há paciência que resista!",1,0
"Editando meu comentário de 2018. Em 2020 ainda recomendo o aplicativo do mercado livre. Simples, e objetivo. Não gostei da mudança na visualização da reputação e comentários sobre os vendedores, mas, com atenção você pode comprar sem medo. Problemas são rapidamente resolvidos no próprio app, devem investir mais no mercado envios, pois é uma ótima ideia e facilitou muito as entregas, se focar no frete rápido vai bater de frente com os grandes players que querem roubar espaço nesse mercado.",4,3
"A Amazon como um todo é boa, mas a transportadora Loggi deixa muito a desejar. Várias vezes comprei na Amazon e não tive problemas por ser outras transportadoras. Fiz uma compra atual e já paguei por ela, mas o site nem mesmo mostra onde está o produto e nem ligando pra Amazon eles resolvem, pedem apenas para esperar, mesmo que já tenha mais de 10 dias de atraso da data que anunciaram que ia ser a entrega. Decepcionada com isso",2,1
"Fui criar uma conta e pediram pra escanear minha cara umas 8x. Depois de escanear 8x fui postar uma venda, mas pra postar tinha que escanear de novo. Aí depois de postado fui ver como tinha ficado o anúncio, mas pra VER O ANÚNCIO precisava escanear a cara de novo...???????? Podem ficar tranquilos, eu existo sim viu!!? Ou será que sou um robô? É instituição financeira ou um simples app pra postar coisa pra vender??JESUS",1,0
"O aplicativo em si é top. Mas esta deixando a desejar nas entregas. O FULL está péssimo. Estou com uma compra até hoje notificando que está a caminho do meu endereço e nada de chegar. O APP atualiza mas nada da encomenda, todo dia muda. Já vai pra 3 dias e nada da minha compra chegar. E o pior, não tem como entrar em contato com vendedor, só depois de receber a compra. Lamentável isso",5,4
"Aplicativo padrão Amazon, perfeito! Simples de navegar, simples de achar o que você quer, simples de comprar. Dá uma aula nos concorrentes! Só queria deixar uma sugestão como consumidor: adicionar uma alerta de preço para produtos que temos interesse, isso ajuda muito, já que às vezes os preços baixam e acabamos perdendo a oportunidade. E adicionar um modo noturno também seria bom.",5,4
"Péssima experiência, produto enviado totalmente diferente da compra realizada. Total descaso, se a loja mandou errado, venha buscar aqui no meu endereço, se comprei para receber em casa retire no mesmo local. como eu como consumidor fico sem o produto e sem o valor pago, sendo que o erro foi da loja, eu não tenho que esperar 20 dias para receber o dinheiro de volta.",1,0
"A início funcionava muito bem, agora muitas vezes não abre a imagem do produto nem dos comentários ao mesmo, apenas se vê a descrição.",2,1
"EDIT2: Resolveram o problema!!!! Edit: ELES FINALIZARAM UMA COMPRA NO MEU CARTÃO SEM EU COMPRAR, UM ABSURDO E FALARAM PARA EU RECUSAR A COMPRA QUANDO CHEGAR PORQUÊ ELES NÃO TEM CONTATO COM A PRÓPRIA TRANSPORTADORA, PÔ AMAZON SACANAGEM ISSO, ENTÃO NÃO SALVEM SEUS CARTÕES DE CRÉDITO NO SITE EM HIPÓTESE ALGUMA Review 1:O aplicativo é muito bom e eu sempre compro por ele, porém quando vou digitar o nome de um produto nn aparece ele escrito, simplesmente Fica invisível as letras",5,4
"Ótimo aplicativo. Mas há algo que eu queria que vocês mudasse,se é que vcs leem isto. Pq O concurso de roupas sempre termina e começa tarde da noite? E quase que impossível ganhar, se não for um dos primeiros. Logo de manhã tem mais de mil cursos na frente. Assim fica difícil nem todo mundo tem disponibilidade a essa hora da noite essa é só minha opinião que acho que poderia mudar .",2,1
"A plataforma Shein em si é muito boa, mas pecou com transportadora JT. Tive uma recente péssima experiência um entregador que ""despachou"" pra outro endereço meu pacote e não me deu nenhum respaldo que me ajudasse como cliente. Disse pra eu procurar a loja na qual comprei, sendo que eles é quem fizeram a entrega errado. Me deixaram falando sozinha no chat. rosto furioso",3,2
"Shein muito boa, em questão de qualidade (se bem pesquisado), entrega (mas depende tbm das entregadoras), respostas e reembolso. Nunca tive problemas. Agora em questão de aplicativo, decepcionante. Fotos que não carregam, simplesmente demora 5 minutos para carregar as fotos das avaliações, as vezes dos próprios produtos. Depois de um certo de uso ele simplesmente trava. Meu celular é de última geração, espaço de sobra, nada a interferir. Aplicativo trava só de respirar perto dele.",3,2
"""Você é elegível para frete grátis"" mas sempre que tento da erro fiz o orçamento tudo bonitinho, mas não consigo adicionar o frete grátis, triste com isso",4,3
"Muitas lojas oficiais e muitos vendedores bons. É meu site de compras preferido. 15/06/2019 atualização: Já desinstalei esse app. Muito instável. Vira e mexe dá a mensagem de algo saiu mal como se a conexão falhasse. No navegador nativo do smart isso não acontece. Navegação mal planejada: não há um botão home para voltar ao topo, obrigando vc a rolar todo o conteúdo de volta. Outra coisa chata: rolagem infinita. A divisão por páginas ainda é melhor pois fica mais organizado. Também não há uma página inicial personalizada conforme sua navegação e gostos. Sempre que vc entra é como se fosse a primeira vez, mostrando produtos totalmente aleatórios. Intrometido: se estiver no navegador nativo, no conforto do modo escuro e clicar em algum produto do mercado livre, o app abre na hora jogando um agressivo fundo branco em seus olhos. Ora, eu quero ver o anúncio no navegador! Se quiser ver no app, abro o app!! É inacreditavel que ainda não haja o modo escuro para navegar! O modo noturno do Samsung Internet por exemplo, é show e prefiro este (além de ter um botão home e divisão por páginas...) As únicas boas coisas desse app são o pagamento e as mensagens de suas compras.",3,2
"Tô satisfeito com compras que fiz, gostei da qualidade das marcas e tal mas a questão da quantidade de notificações pra mim é um exagero.",4,3
"A aplicação deixa muito a desejar. Recebo notificações de descontos e créditos em conta que nunca acontecem, não tem opção de criar uma wish list, nunca consigo beneficiar dos descontos anunciados.",2,1
Estou dando 3 estrelas mas eu poderia dar as 5 por que eu fiz uma compra pra testar e realmente minhas camisas chegaram com 15 dias os produtos são muito bons porém não gostei da questão que a gente não o valor menor que 150 e isso e chato se eu quiser comprar apenas um produto eu não consigo tem que completar um valor lá pra poder prosseguir a compra por isso não gostei vou ficar na shoppe mesmo que lá pode comprar o valor que quiser,3,2
"Seriam 5 estrelas pelo app e por tudo que ele oferece. Porém por alguns dos seus parceiros, que não conseguem executar um trabalho tão eficaz. Tiro uma estrela. Amazon manda a loggi fazer reciclagem... Poderia ter a opção de escolher qual empresa fazer a entrega na hora que estamos efetuando a compra.",4,3
"O app mostra que vc ganharia prêmios,vc joga,joga e quando o prêmio está quase chegando, é difícil conseguir alimentação,ou água para continuar o joguinho, propaganda enganosa!! Eu ainda tô jogando pra ver se vou ganhar os prêmios,ou ter que comprar,nem acredito que chega, produtos sempre esgotando, sei nao!!! Vcs são verdadeiros? Tem criança jogando pensando q vai ganhar um fone .",2,1
"O atendimento do aplicativo é ótimo porém a entrega está deixando muito a desejar. Os entregadores não respeitam os horários comerciais, chegando muitas vezes após 20 horas 21 horas, muitas pessoas já estão recolhidas e isso é um incômodo muito grande. Eu sou uma senhora de idade e essa semana mesmo já de camisola deitada medicada tive que me levantar me vestir para descer escada elevador para ir na porta do prédio para receber encomenda a noite.",5,4
"É mto bom. Eu gostei mto. É de confiança. E eu achei mto legal que no aplicativo tem as medidas das peças entt vc têm uma noção de como vai ficar o tamanho que vc escolheu no seu corpo Sem falar, que o aplicativo disponibiliza vários cupons de desconto, têm roupas lindas com preços ótimos e sempre têm promoções e coleções novas. Na shein têm uma infinidade de produtos (não têm só roupa). As vezes vc pode ser taxado, ou comprar peça transparente mais é só olhar os comentários.",5,4
"P quem compra, é super prático e facil de usar. Tem opçoes de pagto e entrega eficiente. P quem vende, As vezes o app cria obstáculos p acessar a conta, refazer senha, configurações, cachê, acesso pelo cel... Sem contar a poluição visual q me incomoda muito.",4,3
"Esse app é praticamente inútil. Você quer achar certas coisas e o app te dá coisas totalmente fora do que você desejava ver. Aí, quando você vai ver outra coisa, o app mostra os itens que você que queria ver com um nome completamente diferente. Por exemplo; eu estava vendo alguns bonecos de brinquedo e cliquei pra ver outros produtos similares, e a barra de pesquisa estava ""roupa de biquini""? Que confuso. Oque biquínis tem a ver com bonecos? Horrível.",1,0
Muito bom compre o que falam os pedidos chegam são produtos de alta qualidade eu dou nota 1000,5,4
"No comercial prometem um item gratuito, porém não dizem que é preciso ficar jogando para ganhar, itens escassos e quando falta pouco para conseguir começam a deixar mais difícil para você acabar desistindo, fora que eu não entendi se é preciso fazer uma compra para ganhar. Nota 2!",2,1
"1 - Depois da última atualização tive problema numa compra e não consigo contato nem com o vendedor ou atendentes da Amazon. Fiquei no prejuízo. rosto aborrecido 2 - Gostaria de ter opção de bloquear vendedor, o problema acima teve resposta depois de quase 2 meses, e totalmente ineficiente. fogo3 - Gostaria muito que os produtos do ""programe e poupe"" aparecessem na lista dos pedidos, pois a cobrança aparece no cartão de crédito e eu nunca tenho certeza se foi um pedido meu ou clonagem. rosto sorridente com lágrima",1,0
"É um app de compras bom poderia sim da a melhor nota mas de um tempo pra cá começou a atrasar muito meus pedidos.. Estou esperando um reembolso a mais de 7 dias... Eu preciso receber meu reembolso de volta, entro em contato com o antendimento ao cliente mais eles sempre falam a msm coisa já não sei oq fazer! Eu quero logo o meu reembolso",2,1
"Excelente app para realizar compras online! Entrega rápida e produtos de ótima qualidade, assim como preços bons em livros. Recomendo muito a todos!",5,4
"Olha acho que a minha maior frustração, em relação a esse app... além de ter que subir pontos ou pagar, pra os adquirir e assim usar benefícios do pacote de níveis. E a falta de uma opção, pesquisar por imagem o quê facilita muito,principalmente quando não se sabe o nome dos produtos, até mesmo pra pessoas com mais idade, que têm dificuldade em fazer compras. Seria muito bom se isso fosse inserido no sistema de pesquisa dos produtos.",4,3
"Olá ,eu sempre comprei na shein , o melhor aplicativo fashion ,mas desde que essa nova empresa de entrega entrou ,estou com muita dificuldade de receber as minhas coisas ,eu amo comprar na shein ,mas as entregas estão deixando a desejar rosto sorridente com lágrima rosto descontente coração partido",3,2
"Com certeza é a minha melhor experiência de compra online e um dos elementos que me deram mais segurança para passar a fazer compras pelo smartphone. É tudo muito prático, fácil e seguro. Um único ponto: aguardamos a integração de todos os apps/serviços à assinatura Prime! Hoje ainda parecem desconectados um do outro, a assinatura não é identificada entre apps, pelo que vejo.",5,4
"Bom chega os produtos normais mas os anúncios fake e toda hora uma roleta com Jackpot chato pá krl não dá pá navega direito e tem um jogo chamado farmland Scan na teoria você pode pegar 2 produtos de graça Como o nome já diz e uma fazenda pra você pegar os produtos você tem que pegar água e regar os trigos que da ""dinheiro"" fica cada vez mais difícil quanto mais tempo você passa no game mais dinheiro eles ganha e é muito difícil de pegar os produtos precisa de um pouco mais de 10K de água indicador apontando para o visualizador rosto chorando de rir",4,3
"aplicativo bem funcional, fiz uma compra, veio dentro do prazo de entrega, fácil de mexer e achar os produtos. tem as notificações do status da entrega, mostrando onde está o produto, sempre atualizado. poderia dizer que é concorrente da shope.",5,4
"ML está de parabéns, agora poder adicionar fotos ficou muito bom. Outra coisa que poderia ser adicionado é poder seguir lojas tipo rede social. Ajuda a criar vínculo com boas lojas. Outro ponto a ressaltar no app é que podemos seguir as lojas, mas não tem um botão no qual possamos entrar direto na página da loja, precisando sempre efetuar buscar em lojas oficiais.",5,4
Super recomendo o Mercado Livre. Fiz uma compra e solicitei devolução por falta de idoneidade no anúncio e rompimento de embalagem. O produto nem chegou até eles e já me reembolsaram em menos de uma semana. Todos os procedimentos foram feitos pelo aplicativo. Super seguro! Recomendo!,5,4
"No início era tudo muito bom, chegava tudo no prazo certinho ou antes. Agora tá uma decepção, não chega no prazo, ficam colocando pra depois, depois e nada. Estou com uma compra que o prazo era um, mudou duas vezes e me mandaram um rastreio que não é válido, não posso entrar em contato com o vendedor, nem com ninguém, esperar a sorte. Descaso total!",2,1
são produtos ótimos e ainda ganhos brinde. o único problema são as taxas as vezes vem muito alta em comparação com outros app semelhante. só por isso não dei 5 estrelas,4,3
Shopee e um apk muito incrível só o que acaba com o apk é que ele buga na hora de escolher os itens ele dá umas travada aí tem que ficar saindo do apk bom pra mim isso está acontecendo muito eu instalo e desinstalo pra ver se muda em alguma coisa mais não é tem muitas propagandas que fala que é um produto e no final e golpe vcs tem que monitorar isso aí dessas parte das vendas paras pessoas que usam o apk não cair em golpe dentro do próprio apk isso é ridículo da parte de vcs não ajeitar isso .,2,1
"Como ativar modo escuro no aplicativo? O smartphone já está todo configurado no modo escuro, somente o app da Shopee que não tem esta opção e tbm não detectou que o sistema está no modo escuro para mudar para o mesmo. Nem reinstalando o app ele reconhece o modo escuro do Android.",2,1
"Não sei oque esta acontecendo com a shopee, mais o meu pedido esta parado desdo dia 2, hoje já e dia 9 e nada do meu pedido chegar ainda. Falo com vendedor, falo com suporte ninguém resolve. Meu pedido esta perdido, na logística pq não saiu de lá ainda... antigamente não tinha tanto problema desse jeito era mais rápido, nas entregas, chegava no dia determinado ou antes, agora só atras....",1,0
"Não sei o que aconteceu. Troquei de celular e agora não aparecem as minhas compras para acompanhar os envios. Aparecem apenas nas notificações porém quando tento ver detalhes a tela fica vazia. Já desinstalei e instalei, já instalei versões antigas do app e nada resolveu.",1,0
"App dá bug com frequência, o tempo todo e todo o tempo. Não abre as imagens dos produtos. Pode pesquisar no Google e clicar no produto do Mercado Livre e o bug acontece! Pode entrar direto no app e tbm acontece. Já desinstalei e instalei o app novamente e nada muda! Péssimo!",1,0
"Esse aplicativo é incrível, incrivelmente horrível! Eu estava jogando para conseguir produtos grátis, foi quando eu pensei que eles iam entregar porque estavam pedindo várias informações que são importantes para isso, mas logo depois eu só faltava chegar a última meta, foi quando ficou extremamente lento e a água acabou. E acontece que eu também tinha passado até meu CPF, confiando nisso. Simplesmente inaceitável!",1,0
"adorei, o app é bem fácil de se navegar e suas explicações são muito boas. Porém gostaria se saber as origens dos itens haha, gostei mesmo.",4,3
"Nas compras que fiz umas foram ótimas, mas tive uns itens cancelados por não ter em estoque, e até agora não fui reembolsado, já tentei falar com o atendente mas e horrível nao recebi resposta e a que recebi foi tipo automáticas, resumindo site ótimo! Mas se tiver problemas com reembolso ou entrega saiba que vc perdi o valor pago total, porq eles não devolvem essa história de falar com o atendimento eletrônico e só pra passar raiva. Era para ter um atendimento mais preciso e real.",3,2
"O app é bom, mas já que criamos uma conta, deve ficar salva todos os pedidos que fazemos, simplesmente some o histórico de pedidos",2,1
"Não recomendo comprar na Amazon. Suspende temporariamente conta é não tem canal direto, pede encaminhar doc do cartão e tem esperar muito a resposta. O sistema de análise de segurança não funciona corretamente. Só stresses desnecessário. Se não quiser se arrepender não compre. Pesquise relatos de outros compradores no reclameaqui e redes sociais. Péssima experiência.",2,1
"O app deveria ter a opção de falar com o vendedor.Pelo menos na compra nacional. E a shein poderia banir alguns vendedores que a gente compra um produto e eles enviam outro, quando não mandam item com defeito.eu já recebi 3 compras assim. A última me enviram um produto todo manchado,o app tem que ter opção de falar com vendedor. Também ser mas fácil falar com atendente.",3,2
"Aplicativo extoque os vendedores com altas taxas em cima das vendas. Linha de crédito para endividar e cobrar juros. Perguntas excluídas com motivo errado. Perguntas específicas que não podem ser feitas. Fora outros problemas como não entrar na conta cadastrada Atendimento e suporte são bem ruins ou quase nulos para ajudar! Não é atoa que muita gente deixou de vender nesse site e foi todo mundo pra concorrência! Se depender de mim, nunca verão mais meu dinheiro. Estou falando mal pra todo mundo!",1,0
"Assim q chegar o meu pedido vou desinstalar... não tem honrado com os prazos, compro com a data calculado pra um dia, depois eles vão mudando por conta, compro achando que vou receber em 5 dias, que é o que está marcando lá... mais assim que coletam o prazo muda para até 20 dias, e durante esses 20 dias podem mudar novamente, se eu tivesse pegado no mercado livre não estava passando por esse transtorno, e pasmem vc não consegue falar com ninguém, apenas chat por robô e só o que está programado.",1,0
